vtkOriginalIndices,Py,Pz,Y,Z,__vtkIsSelected__
-3.56881e-021,8.07749e-021,0.000424427,0.00139935,1621,0
-3.48736e-021,9.47151e-021,0.000501015,0.00146551,1622,0
-3.64028e-021,7.90667e-021,0.000431411,0.00148633,1623,0
-3.55968e-021,8.54501e-021,0.000445301,0.00136342,1624,0
-3.28427e-021,9.98403e-021,0.000521889,0.00142958,1625,0
-3.42792e-021,8.5513e-021,0.000452285,0.0014504,1626,0
5.55352e-021,1.20503e-020,0.000955137,0.00103086,1627,0
3.47493e-021,1.20261e-020,0.000987258,0.00110339,1628,0
1.07306e-021,1.19817e-020,0.00101938,0.00117592,1629,0
3.96929e-021,1.32992e-020,0.000920706,0.00108742,1630,0
1.63953e-021,1.33433e-020,0.000952827,0.00115995,1631,0
2.18992e-021,1.46667e-020,0.000886275,0.00114398,1632,0
4.36228e-021,1.24552e-020,0.000954367,0.00107389,1633,0
2.09218e-021,1.2447e-020,0.000986488,0.00114642,1634,0
2.62928e-021,1.37664e-020,0.000919936,0.00113045,1635,0
1.79957e-021,1.46781e-020,0.000817737,0.00114451,1636,0
5.324e-022,1.35553e-020,0.000753354,0.0011623,1637,0
-7.41911e-022,1.25213e-020,0.000688972,0.00118009,1638,0
2.80749e-021,1.23328e-020,0.000777487,0.00108772,1639,0
1.58756e-021,1.12946e-020,0.000713104,0.00110551,1640,0
3.70274e-021,1.02054e-020,0.000737236,0.00103093,1641,0
1.70456e-021,1.3444e-020,0.000782859,0.00113151,1642,0
4.85285e-022,1.24389e-020,0.000718477,0.0011493,1643,0
2.66936e-021,1.12446e-020,0.000742609,0.00107472,1644,0
5.06122e-021,9.87447e-021,0.000770174,0.00100615,1645,0
5.98754e-021,1.0859e-020,0.000844855,0.00100638,1646,0
6.91418e-021,1.18439e-020,0.000919536,0.00100661,1647,0
3.71378e-021,1.19935e-020,0.000810424,0.00106294,1648,0
4.31195e-021,1.27322e-020,0.000885105,0.00106317,1649,0
2.7574e-021,1.43339e-020,0.000850674,0.00111972,1650,0
4.29234e-021,1.0801e-020,0.000808485,0.00102516,1651,0
5.08298e-021,1.1641e-020,0.000883166,0.00102538,1652,0
3.48416e-021,1.28619e-020,0.000848735,0.00108194,1653,0
2.68084e-022,1.03642e-020,0.00229722,0.00177785,1654,0
-9.87523e-022,8.1564e-021,0.00238152,0.00177572,1655,0
-2.24183e-021,5.95088e-021,0.00246582,0.00177359,1656,0
2.57362e-021,1.02255e-020,0.00234367,0.00184613,1657,0
1.2677e-021,7.93122e-021,0.00242797,0.001844,1658,0
5.05241e-021,1.00759e-020,0.00239012,0.00191442,1659,0
5.93099e-022,9.5734e-021,0.0023408,0.0017999,1660,0
-6.78856e-022,7.33754e-021,0.0024251,0.00179777,1661,0
2.93958e-021,9.40223e-021,0.00238725,0.00186818,1662,0
8.45756e-022,1.1287e-020,0.00226271,0.00179997,1663,0
2.96193e-021,1.08972e-020,0.00230916,0.00186826,1664,0
6.23193e-021,1.09504e-020,0.00235561,0.00193654,1665,0
1.56936e-021,1.15158e-020,0.00224349,0.00186423,1666,0
4.21762e-021,1.13079e-020,0.00228994,0.00193252,1667,0
2.33922e-021,1.17573e-020,0.00222427,0.00192849,1668,0
1.592e-021,1.10382e-020,0.00227179,0.00184415,1669,0
4.02794e-021,1.09199e-020,0.00231824,0.00191244,1670,0
2.25654e-021,1.12348e-020,0.00225257,0.00190841,1671,0
5.67081e-021,6.6107e-021,0.00269563,0.00205489,1672,0
6.48076e-021,9.63e-021,0.00276618,0.00212396,1673,0
9.49659e-021,1.25693e-020,0.00283673,0.00219302,1674,0
5.79575e-021,7.02414e-021,0.00269974,0.00213758,1675,0
7.33011e-021,1.01394e-020,0.00277029,0.00220664,1676,0
5.913e-021,7.47898e-021,0.00270385,0.00222026,1677,0
5.15524e-021,8.05963e-021,0.00272052,0.00210548,1678,0
7.24491e-021,1.06593e-020,0.00279106,0.00217454,1679,0
5.26927e-021,8.44082e-021,0.00272463,0.00218816,1680,0
4.2523e-021,6.28374e-021,0.00262164,0.00197114,1681,0
5.46733e-021,7.99563e-021,0.00252905,0.00195658,1682,0
6.66069e-021,9.67825e-021,0.00243646,0.00194203,1683,0
9.24264e-022,6.11881e-021,0.0025669,0.00188617,1684,0
2.02904e-021,7.44403e-021,0.00247431,0.00187162,1685,0
-1.71809e-021,5.35328e-021,0.00251216,0.00180121,1686,0
3.1184e-021,7.03247e-021,0.00257253,0.00193796,1687,0
4.15835e-021,8.49301e-021,0.00247994,0.00192341,1688,0
3.86646e-022,6.3938e-021,0.00251779,0.001853,1689,0
2.74771e-021,9.1166e-021,0.00249223,0.00214597,1690,0
5.11977e-021,9.90003e-021,0.00246293,0.00206862,1691,0
7.30788e-021,1.0628e-020,0.00243362,0.00199128,1692,0
3.35557e-021,8.44934e-021,0.00255551,0.00208318,1693,0
5.33546e-021,9.14744e-021,0.0025262,0.00200583,1694,0
4.25807e-021,7.63052e-021,0.00261879,0.00202039,1695,0
3.42145e-021,9.25823e-021,0.00250356,0.00209926,1696,0
5.41432e-021,9.93065e-021,0.00247425,0.00202191,1697,0
4.32963e-021,8.41044e-021,0.00256683,0.00203647,1698,0
4.56671e-021,7.55986e-021,0.00265924,0.00221817,1699,0
3.39628e-021,8.12306e-021,0.00259185,0.00219828,1700,0
2.24631e-021,8.67649e-021,0.00252447,0.00217838,1701,0
3.96725e-021,7.55017e-021,0.00265513,0.00213549,1702,0
2.96384e-021,8.03658e-021,0.00258774,0.00211559,1703,0
3.8947e-021,7.2146e-021,0.00265102,0.0020528,1704,0
3.66786e-021,7.9585e-021,0.00263541,0.00218398,1705,0
2.64711e-021,8.4506e-021,0.00256802,0.00216408,1706,0
3.61116e-021,7.59625e-021,0.0026313,0.00210129,1707,0
4.28028e-021,7.65132e-021,0.00272941,0.00202118,1708,0
2.59788e-021,8.99241e-021,0.00283485,0.00200272,1709,0
9.45182e-022,1.03097e-020,0.0029403,0.00198426,1710,0
6.27621e-021,1.01352e-020,0.00279996,0.00209024,1711,0
4.52229e-021,1.14986e-020,0.0029054,0.00207178,1712,0
8.39185e-021,1.27855e-020,0.00287051,0.00215931,1713,0
4.36023e-021,8.91294e-021,0.00278807,0.00203805,1714,0
2.66387e-021,1.02535e-020,0.00289352,0.00201958,1715,0
6.37228e-021,1.14598e-020,0.00285862,0.00210711,1716,0
-7.40701e-020,-5.73976e-020,0.00344907,0.00191051,1717,0
-5.60064e-020,-5.08408e-020,0.00335946,0.00186278,1718,0
-2.85309e-020,-4.06704e-020,0.00326985,0.00181506,1719,0
-5.66198e-020,-4.98125e-020,0.00341755,0.00183063,1720,0
-2.68972e-020,-3.77124e-020,0.00332794,0.00178291,1721,0
-2.61242e-020,-3.57979e-020,0.00338603,0.00175076,1722,0
-6.15657e-020,-5.207e-020,0.0034087,0.00186797,1723,0
-3.8522e-020,-4.37096e-020,0.00331908,0.00182025,1724,0
-3.67664e-020,-4.08531e-020,0.00337717,0.0017881,1725,0
-5.58612e-020,-2.86198e-020,0.00312563,0.00225748,1726,0
-1.14736e-019,-7.2275e-020,0.00314154,0.0023278,1727,0
-1.6091e-019,-1.0649e-019,0.00315744,0.00239812,1728,0
-6.70525e-020,-3.3045e-020,0.00308544,0.00232513,1729,0
-1.29556e-019,-7.99613e-020,0.00310135,0.00239544,1730,0
-7.99966e-020,-3.83755e-020,0.00304525,0.00239277,1731,0
-8.10373e-020,-4.61006e-020,0.00311754,0.00230347,1732,0
-1.34694e-019,-8.59913e-020,0.00313344,0.00237379,1733,0
-9.2664e-020,-5.09399e-020,0.00307735,0.00237111,1734,0
-6.22372e-020,-4.20976e-020,0.00315423,0.00224486,1735,0
-1.0771e-019,-7.7633e-020,0.00319985,0.00227465,1736,0
-1.40062e-019,-1.02754e-019,0.00324546,0.00230444,1737,0
-1.13678e-019,-7.88059e-020,0.00317014,0.00231518,1738,0
-1.56236e-019,-1.13009e-019,0.00321575,0.00234497,1739,0
-1.73208e-019,-1.23722e-019,0.00318604,0.0023855,1740,0
-9.25298e-020,-6.39309e-020,0.00317474,0.00227823,1741,0
-1.21633e-019,-8.65458e-020,0.00322035,0.00230802,1742,0
-1.35695e-019,-9.53634e-020,0.00319064,0.00234855,1743,0
2.31164e-020,2.11525e-020,0.00308951,0.00218232,1744,0
1.7006e-020,1.76381e-020,0.00300573,0.00218232,1745,0
1.13589e-020,1.43618e-020,0.00292195,0.00218233,1746,0
1.17483e-020,1.56078e-020,0.00304062,0.0020948,1747,0
6.99157e-021,1.28863e-020,0.00295684,0.0020948,1748,0
2.94212e-021,1.15172e-020,0.00299174,0.00200728,1749,0
1.64132e-020,1.76655e-020,0.00304529,0.00215315,1750,0
1.07279e-020,1.43955e-020,0.00296151,0.00215315,1751,0
6.77246e-021,1.30469e-020,0.0029964,0.00206562,1752,0
-1.50887e-019,-1.05217e-019,0.00326517,0.00227654,1753,0
-1.19071e-019,-7.99878e-020,0.00321955,0.00224675,1754,0
-6.76854e-020,-3.89384e-020,0.00317394,0.00221696,1755,0
-1.45688e-019,-8.49018e-020,0.00329458,0.00223336,1756,0
-1.25737e-019,-6.55447e-020,0.00324896,0.00220357,1757,0
-1.61299e-019,-8.15328e-020,0.00332399,0.00219019,1758,0
-1.31474e-019,-8.42195e-020,0.00325977,0.00225222,1759,0
-1.01309e-019,-5.91837e-020,0.00321415,0.00222243,1760,0
-1.46817e-019,-7.8814e-020,0.00328918,0.00220904,1761,0
-1.55836e-019,-6.82146e-020,0.0033205,0.00215862,1762,0
-1.1719e-019,-4.91389e-020,0.00324547,0.00217201,1763,0
-4.87406e-020,-1.54684e-020,0.00317045,0.00218539,1764,0
-1.17145e-019,-5.06075e-020,0.00328061,0.00210709,1765,0
-5.63414e-020,-2.11191e-020,0.00320558,0.00212048,1766,0
-6.36422e-020,-2.65286e-020,0.00324072,0.00205556,1767,0
-1.29999e-019,-5.59069e-020,0.00328219,0.00214591,1768,0
-7.51765e-020,-2.89986e-020,0.00320717,0.00215929,1769,0
-8.12053e-020,-3.36783e-020,0.0032423,0.00209438,1770,0
-1.5036e-019,-6.70931e-020,0.00336002,0.0021299,1771,0
-1.23272e-019,-5.5194e-020,0.00332013,0.00207837,1772,0
-7.72301e-020,-3.46967e-020,0.00328025,0.00202685,1773,0
-1.2977e-019,-5.85149e-020,0.00340357,0.00205714,1774,0
-1.03101e-019,-4.72715e-020,0.00336368,0.00200561,1775,0
-1.12513e-019,-5.14593e-020,0.00344712,0.00198437,1776,0
-1.36007e-019,-6.10107e-020,0.00336124,0.00208847,1777,0
-1.02186e-019,-4.61068e-020,0.00332135,0.00203694,1778,0
-1.15327e-019,-5.24048e-020,0.00340479,0.00201571,1779,0
-2.49707e-022,8.48877e-021,0.00304104,0.00194101,1780,0
1.09531e-022,4.29796e-021,0.00311888,0.00189466,1781,0
5.00107e-022,-6.74616e-022,0.00319673,0.00184831,1782,0
1.24939e-021,7.05034e-021,0.00312505,0.00196362,1783,0
1.50218e-021,2.49471e-021,0.0032029,0.00191727,1784,0
2.77753e-021,5.58447e-021,0.00320907,0.00198623,1785,0
3.00708e-022,6.82308e-021,0.00309499,0.0019331,1786,0
6.44161e-022,2.44444e-021,0.00317284,0.00188675,1787,0
1.6028e-021,5.55982e-021,0.00317901,0.0019557,1788,0
-1.02952e-019,-2.01508e-020,0.00343177,0.00194421,1789,0
-8.6428e-020,-1.29203e-020,0.00334833,0.00196545,1790,0
-5.09393e-020,3.95018e-021,0.00326489,0.00198668,1791,0
-7.78048e-020,-9.55207e-021,0.00334216,0.00189649,1792,0
-4.88399e-020,3.69798e-021,0.00325872,0.00191773,1793,0
-4.94312e-020,1.08169e-021,0.00325255,0.00184877,1794,0
-8.49035e-020,-1.15128e-020,0.00337409,0.00193538,1795,0
-6.02049e-020,-5.88173e-023,0.00329065,0.00195662,1796,0
-6.0302e-020,-2.3699e-021,0.00328447,0.00188766,1797,0
2.10045e-020,1.966e-020,0.00312914,0.00216068,1798,0
1.11594e-020,1.49525e-020,0.00308026,0.00207316,1799,0
2.05761e-021,1.06023e-020,0.00303138,0.00198564,1800,0
1.26518e-020,1.36771e-020,0.00316428,0.00209577,1801,0
3.41212e-021,9.34185e-021,0.0031154,0.00200824,1802,0
4.7916e-021,8.05765e-021,0.00319942,0.00203085,1803,0
1.48686e-020,1.60578e-020,0.00312456,0.00210987,1804,0
5.47293e-021,1.15935e-020,0.00307568,0.00202235,1805,0
6.88188e-021,1.03202e-020,0.0031597,0.00204495,1806,0
-1.87444e-021,5.33881e-021,0.00247687,0.00137911,1807,0
-5.73844e-021,5.35551e-021,0.00252031,0.00144197,1808,0
-1.17836e-020,4.49189e-021,0.00256375,0.00150484,1809,0
-4.14236e-021,5.30065e-021,0.00243707,0.00144328,1810,0
-9.82395e-021,4.34362e-021,0.00248051,0.00150614,1811,0
-7.85967e-021,4.19505e-021,0.00239727,0.00150745,1812,0
-3.86368e-021,5.37243e-021,0.00247808,0.00142145,1813,0
-7.87066e-021,5.39685e-021,0.00252152,0.00148432,1814,0
-6.29732e-021,5.27723e-021,0.00243828,0.00148562,1815,0
8.01681e-022,5.85335e-021,0.00228167,0.00131571,1816,0
2.41393e-022,5.68018e-021,0.00235912,0.0013339,1817,0
-3.12317e-022,5.45036e-021,0.00243657,0.00135209,1818,0
-1.88699e-021,5.51907e-021,0.00231932,0.00139807,1819,0
-2.47821e-021,5.34191e-021,0.00239677,0.00141626,1820,0
-4.90424e-021,5.17725e-021,0.00235697,0.00148043,1821,0
-2.53433e-022,5.72141e-021,0.00232004,0.00134923,1822,0
-8.20172e-022,5.49085e-021,0.00239749,0.00136742,1823,0
-3.03407e-021,5.38816e-021,0.00235769,0.00143159,1824,0
4.23985e-021,4.52118e-021,0.00335527,0.00170839,1825,0
2.58262e-021,1.25898e-021,0.00329718,0.00174054,1826,0
8.5952e-022,-2.12301e-021,0.00323909,0.0017727,1827,0
1.90839e-021,3.96626e-021,0.00329453,0.00166117,1828,0
4.92173e-022,1.1411e-022,0.00323644,0.00169332,1829,0
1.58141e-022,2.16218e-021,0.00323379,0.00161395,1830,0
2.65898e-021,3.73589e-021,0.00331566,0.00170337,1831,0
1.1616e-021,7.97532e-022,0.00325757,0.00173552,1832,0
8.22389e-022,2.67663e-021,0.00325492,0.00165614,1833,0
3.92043e-021,6.80427e-021,0.00338003,0.00167494,1834,0
2.05499e-021,5.70435e-021,0.00331928,0.00162772,1835,0
3.12673e-022,4.65419e-021,0.00325854,0.0015805,1836,0
2.5175e-021,9.23231e-021,0.0033962,0.00160675,1837,0
7.68988e-022,8.10119e-021,0.00333546,0.00155953,1838,0
1.21939e-021,1.14673e-020,0.00341237,0.00153856,1839,0
2.8068e-021,7.26593e-021,0.00336517,0.00163647,1840,0
1.03506e-021,6.16524e-021,0.00330443,0.00158925,1841,0
1.484e-021,9.6089e-021,0.00338134,0.00156828,1842,0
-1.15554e-019,-2.95972e-020,0.00356626,0.00169859,1843,0
-1.00917e-019,-2.48367e-020,0.00349513,0.0016952,1844,0
-6.08537e-020,-1.01531e-020,0.00342399,0.00169181,1845,0
-9.41538e-020,-1.97304e-020,0.0035113,0.00162701,1846,0
-6.17825e-020,-7.41126e-021,0.00344016,0.00162362,1847,0
-6.25939e-020,-4.88482e-021,0.00345633,0.00155543,1848,0
-1.02174e-019,-2.40528e-020,0.00352423,0.0016736,1849,0
-7.34233e-020,-1.34001e-020,0.00345309,0.00167021,1850,0
-7.34556e-020,-1.09468e-020,0.00346926,0.00160202,1851,0
-9.77551e-020,-3.09963e-020,0.00360152,0.00167361,1852,0
-8.97981e-020,-2.69474e-020,0.00354656,0.00160203,1853,0
-6.3042e-020,-1.44395e-020,0.0034916,0.00153045,1854,0
-8.61676e-020,-2.66491e-020,0.00363618,0.00159529,1855,0
-7.86498e-020,-2.31598e-020,0.00358121,0.00152371,1856,0
-7.61179e-020,-2.2781e-020,0.00367083,0.00151697,1857,0
-9.32189e-020,-2.91519e-020,0.00359475,0.00162364,1858,0
-7.91496e-020,-2.24735e-020,0.00353979,0.00155207,1859,0
-8.22421e-020,-2.51286e-020,0.00362941,0.00154532,1860,0
-5.97469e-020,-9.94794e-022,-0.00372339,0.00103106,1861,0
-1.31942e-020,-5.00254e-021,-0.00378008,0.00100112,1862,0
5.53951e-020,-1.07717e-020,-0.00383677,0.000971173,1863,0
-6.04577e-020,-6.31659e-023,-0.00371506,0.000948562,1864,0
-1.88076e-020,-3.41306e-021,-0.00377175,0.000918617,1865,0
-6.11449e-020,7.74252e-022,-0.00370674,0.000866061,1866,0
-4.89038e-020,-1.33191e-021,-0.00373951,0.000993581,1867,0
2.65181e-021,-5.85121e-021,-0.0037962,0.000963636,1868,0
-5.02722e-020,-4.16736e-022,-0.00373118,0.00091108,1869,0
9.09692e-020,3.22683e-021,-0.00386099,0.000937501,1870,0
8.5998e-020,-4.88685e-021,-0.00387699,0.00086643,1871,0
8.39137e-020,-1.31078e-020,-0.00389299,0.000795358,1872,0
1.44874e-020,1.10955e-020,-0.00379598,0.000884945,1873,0
1.25595e-020,4.56589e-021,-0.00381198,0.000813873,1874,0
-3.62356e-020,1.67179e-020,-0.00373096,0.000832389,1875,0
6.12007e-020,3.52589e-021,-0.00384465,0.000896292,1876,0
5.68978e-020,-3.7637e-021,-0.00386065,0.00082522,1877,0
-6.1102e-021,1.12851e-020,-0.00377964,0.000843736,1878,0
1.39535e-019,-7.92381e-020,-0.00385354,0.00100662,1879,0
5.27462e-020,-7.09344e-020,-0.00379685,0.00103656,1880,0
-8.74619e-021,-6.43669e-020,-0.00374017,0.00106651,1881,0
1.01468e-019,-8.49654e-020,-0.00383885,0.0010604,1882,0
3.46536e-020,-7.56512e-020,-0.00378217,0.00109034,1883,0
8.61944e-020,-8.95703e-020,-0.00382416,0.00111418,1884,0
8.1726e-020,-7.59985e-020,-0.00382975,0.00103453,1885,0
1.83912e-020,-6.88701e-020,-0.00377306,0.00106447,1886,0
7.31991e-020,-8.35972e-020,-0.00381506,0.00108831,1887,0
2.03489e-019,3.19939e-020,-0.00378592,0.00123872,1888,0
1.7879e-019,4.11194e-020,-0.00380021,0.00119303,1889,0
1.65603e-019,4.58986e-020,-0.0038145,0.00114733,1890,0
1.22591e-019,5.53255e-020,-0.00375821,0.00116919,1891,0
1.12965e-019,6.01704e-020,-0.00377251,0.0011235,1892,0
6.73581e-020,7.18246e-020,-0.00373051,0.00109967,1893,0
1.55063e-019,4.7153e-020,-0.00378145,0.00120031,1894,0
1.51884e-019,4.92056e-020,-0.00379574,0.00115462,1895,0
9.48568e-020,6.46591e-020,-0.00375374,0.00113079,1896,0
8.87781e-020,-1.94431e-020,-0.00391266,0.000724767,1897,0
8.42615e-020,-8.39147e-021,-0.00392516,0.000650931,1898,0
7.96021e-020,1.84823e-021,-0.00393765,0.000577096,1899,0
-6.67057e-021,3.81265e-022,-0.00386218,0.000676415,1900,0
-8.86584e-021,7.3532e-021,-0.00387468,0.00060258,1901,0
-5.17441e-020,1.01194e-020,-0.0038117,0.000628063,1902,0
3.55488e-020,-4.68984e-021,-0.0039,0.000684038,1903,0
3.22495e-020,3.57304e-021,-0.00391249,0.000610202,1904,0
-2.4891e-020,6.07082e-021,-0.00384952,0.000635686,1905,0
7.43792e-020,-1.29828e-021,-0.00388149,0.000755551,1906,0
-9.92655e-021,1.73558e-020,-0.00383101,0.000707199,1907,0
-4.78964e-020,2.64233e-020,-0.00378053,0.000658847,1908,0
4.43836e-022,1.79459e-020,-0.00380048,0.000774066,1909,0
-4.86857e-020,2.90454e-020,-0.00375,0.000725714,1910,0
-4.77972e-020,3.09185e-020,-0.00371947,0.000792581,1911,0
8.26224e-021,1.52575e-020,-0.00383766,0.000745605,1912,0
-3.80258e-020,2.46878e-020,-0.00378718,0.000697253,1913,0
-3.85537e-020,2.80156e-020,-0.00375665,0.00076412,1914,0
2.51556e-021,1.31605e-021,-0.00373985,0.000637278,1915,0
1.99313e-021,4.78492e-021,-0.00366829,0.000620924,1916,0
1.87006e-021,6.6479e-021,-0.00359673,0.000604569,1917,0
1.28027e-021,3.7804e-021,-0.00370932,0.000704145,1918,0
9.97206e-022,6.9461e-021,-0.00363776,0.000687791,1919,0
-2.42009e-022,6.8947e-021,-0.00367879,0.000771012,1920,0
1.76705e-021,4.12552e-021,-0.00370582,0.000654116,1921,0
1.64817e-021,6.09107e-021,-0.00363426,0.000637761,1922,0
6.79178e-022,6.37975e-021,-0.00367529,0.000720983,1923,0
1.79176e-021,6.7939e-021,-0.00360368,0.000558498,1924,0
1.92334e-021,4.73787e-021,-0.00367524,0.000574853,1925,0
2.13452e-021,2.39298e-021,-0.0037468,0.000591207,1926,0
6.9142e-022,9.74852e-021,-0.00366553,0.000503506,1927,0
1.09319e-021,7.98252e-021,-0.00373709,0.000519861,1928,0
2.70415e-022,1.22757e-020,-0.00372739,0.000448514,1929,0
1.17613e-021,7.5738e-021,-0.00364815,0.000545619,1930,0
1.27716e-021,5.8916e-021,-0.00371971,0.000561973,1931,0
5.11348e-022,1.00185e-020,-0.00371001,0.000490627,1932,0
-5.74605e-020,3.77604e-021,-0.00377223,0.000445471,1933,0
-5.60177e-020,-1.10036e-021,-0.00378194,0.000516817,1934,0
-5.33839e-020,-7.743e-021,-0.00379164,0.000588164,1935,0
-2.5023e-020,-8.976e-022,-0.00384491,0.000491334,1936,0
-1.31544e-020,-1.06319e-020,-0.00385462,0.00056268,1937,0
5.11189e-020,-1.21132e-020,-0.00391759,0.000537196,1938,0
-4.9256e-020,8.49779e-022,-0.00379969,0.000484541,1939,0
-4.69892e-020,-5.27606e-021,-0.0038094,0.000555887,1940,0
-6.56769e-021,-6.56277e-021,-0.00387237,0.000530403,1941,0
5.0818e-020,6.53227e-021,-0.00395803,0.00033906,1942,0
-7.3091e-021,1.44505e-020,-0.00387702,0.000374472,1943,0
-4.24404e-020,1.83099e-020,-0.003796,0.000409885,1944,0
5.85834e-020,5.31107e-021,-0.0039497,0.000420335,1945,0
-2.28371e-021,1.38279e-020,-0.00386868,0.000455747,1946,0
6.65485e-020,4.01677e-021,-0.00394136,0.00050161,1947,0
2.98065e-020,9.39363e-021,-0.00392825,0.000377955,1948,0
-1.99517e-020,1.60333e-020,-0.00384723,0.000413368,1949,0
3.6646e-020,8.3612e-021,-0.00391991,0.000459231,1950,0
-7.05149e-020,7.91265e-021,-0.00386018,-0.000174235,1951,0
-4.35063e-020,6.48781e-021,-0.00391956,-0.000100053,1952,0
1.62608e-020,7.10631e-021,-0.00397895,-2.58715e-005,1953,0
-4.22882e-020,9.25073e-021,-0.00391754,-0.000181456,1954,0
9.98168e-021,1.1532e-020,-0.00397692,-0.000107274,1955,0
1.99574e-020,1.63712e-020,-0.00397489,-0.000188677,1956,0
-5.72438e-020,7.49202e-021,-0.00389909,-0.000151915,1957,0
-1.21624e-020,8.01029e-021,-0.00395848,-7.77331e-005,1958,0
-1.18651e-020,1.16084e-020,-0.00395645,-0.000159136,1959,0
-4.73575e-020,3.71392e-021,-0.00374346,0.00015609,1960,0
-4.66298e-020,5.10264e-021,-0.0037556,0.000258307,1961,0
-4.49876e-020,7.57628e-021,-0.00376773,0.000360525,1962,0
-2.36179e-020,1.78599e-021,-0.00383661,0.000222895,1963,0
-1.54677e-020,4.89697e-021,-0.00384875,0.000325112,1964,0
3.68344e-020,-2.0869e-021,-0.00392976,0.0002897,1965,0
-4.18246e-020,3.75751e-021,-0.00377856,0.000212431,1966,0
-4.00144e-020,6.0376e-021,-0.00379069,0.000314648,1967,0
-8.2269e-021,2.11839e-021,-0.00387171,0.000279235,1968,0
-3.77943e-020,1.05987e-020,-0.00377176,0.000113822,1969,0
-6.80508e-021,8.10476e-021,-0.00386491,0.000180627,1970,0
6.35879e-020,3.38041e-021,-0.00395805,0.000247432,1971,0
-9.31286e-021,1.01517e-020,-0.00386877,8.92356e-005,1972,0
5.87167e-020,6.94989e-021,-0.00396192,0.00015604,1973,0
5.34996e-020,1.00813e-020,-0.00396579,6.46493e-005,1974,0
-2.06911e-020,9.649e-021,-0.00383515,0.000127895,1975,0
2.73488e-020,6.86291e-021,-0.00392829,0.0001947,1976,0
2.35865e-020,9.51532e-021,-0.00393216,0.000103308,1977,0
-4.63742e-020,2.74957e-020,-0.00375325,5.86308e-005,1978,0
-2.76126e-020,2.65658e-020,-0.00385027,3.40446e-005,1979,0
1.27758e-020,2.64351e-020,-0.00394729,9.45827e-006,1980,0
-4.70889e-020,2.78068e-020,-0.00379088,-4.01374e-005,1981,0
-3.18916e-020,2.64213e-020,-0.0038879,-6.47237e-005,1982,0
-4.324e-020,2.71335e-020,-0.00379814,1.75127e-005,1983,0
-1.84688e-020,2.63182e-020,-0.00389515,-7.07362e-006,1984,0
-4.49898e-020,2.73482e-020,-0.00383577,-8.12556e-005,1985,0
6.83166e-005,-3.41011e-005,0.00380693,0.000188521,1986,0
6.95707e-005,-3.363e-005,0.00376656,0.000102732,1987,0
7.07743e-005,-3.31133e-005,0.00372621,1.69327e-005,1988,0
3.55732e-005,-3.49951e-005,0.00387433,0.000106911,1989,0
3.53248e-005,-3.29573e-005,0.00383413,2.11002e-005,1990,0
-5.43223e-005,-3.32028e-005,0.00394166,2.52635e-005,1991,0
6.25396e-005,-3.43597e-005,0.00381598,0.00013272,1992,0
6.5054e-005,-3.34181e-005,0.00377563,4.69353e-005,1993,0
1.81608e-005,-3.39538e-005,0.00388327,5.11232e-005,1994,0
-5.66314e-006,-9.29521e-005,0.00384177,0.000217005,1995,0
-4.787e-005,-9.52395e-005,0.00390874,0.000135106,1996,0
-0.000151529,-9.52915e-005,0.00397554,5.30561e-005,1997,0
-1.34988e-005,-9.37146e-005,0.00390628,0.000216944,1998,0
-0.000100107,-9.97676e-005,0.00397321,0.000134891,1999,0
-2.68743e-005,-9.51416e-005,0.00397084,0.000216853,2000,0
-2.07233e-005,-9.44991e-005,0.00388561,0.00018968,2001,0
-8.5773e-005,-9.68386e-005,0.00395238,0.000107765,2002,0
-3.72466e-005,-9.61181e-005,0.00395005,0.000189606,2003,0
-8.85354e-020,-1.67143e-020,0.00378073,0.00124867,2004,0
-9.72473e-020,-2.04033e-020,0.00374805,0.00117602,2005,0
-8.86191e-020,-1.95535e-020,0.00371536,0.00110336,2006,0
-8.51884e-020,-1.55e-020,0.00379559,0.00120129,2007,0
-9.86915e-020,-2.02539e-020,0.0037629,0.00112863,2008,0
-8.30464e-020,-1.47656e-020,0.00381044,0.00115391,2009,0
-9.0351e-020,-1.73438e-020,0.00377479,0.00120866,2010,0
-9.47342e-020,-1.96706e-020,0.0037421,0.001136,2011,0
-9.15185e-020,-1.75137e-020,0.00378964,0.00116128,2012,0
-9.07724e-020,-1.55509e-020,0.00372541,0.00106902,2013,0
-9.45452e-020,-1.30972e-020,0.00378823,0.00103866,2014,0
-9.87242e-020,-1.66598e-020,0.00377295,0.0010943,2015,0
-7.47987e-020,-9.43835e-021,0.00383577,0.00106394,2016,0
-8.08599e-020,-1.12427e-020,0.00382048,0.00111957,2017,0
-9.5271e-020,-1.4909e-020,0.00376219,0.00106733,2018,0
-8.15377e-020,-1.06294e-020,0.00382502,0.00103697,2019,0
-8.77168e-020,-1.29195e-020,0.00380973,0.0010926,2020,0
-6.28731e-023,1.06267e-020,0.0034273,7.8711e-005,2021,0
-4.777e-022,1.10499e-020,0.00344579,0.000168291,2022,0
1.2292e-023,1.0275e-020,0.00333598,1.93206e-005,2023,0
-1.35838e-022,1.05849e-020,0.00335447,0.000108901,2024,0
1.81468e-024,1.03333e-020,0.00326316,4.95106e-005,2025,0
9.65734e-024,1.03291e-020,0.0033907,2.90541e-005,2026,0
-1.77707e-022,1.07142e-020,0.00340919,0.000118635,2027,0
