vtkOriginalIndices,Py,Pz,Y,Z,__vtkIsSelected__
1.83342e-021,5.5273e-021,0.00236313,0.00119501,4320,0
1.55977e-021,5.27976e-021,0.00237007,0.00128314,4321,0
2.14668e-021,5.53355e-021,0.00229262,0.00126495,4322,0
1.69137e-021,5.22661e-021,0.00241245,0.00117776,4323,0
1.14572e-021,5.72573e-021,0.00241939,0.00126589,4324,0
1.64393e-021,5.94528e-021,0.00234194,0.0012477,4325,0
4.19808e-022,8.50648e-021,0.00266458,0.00126959,4326,0
5.82833e-022,6.89859e-021,0.00258262,0.00128579,4327,0
7.49511e-022,5.25394e-021,0.00250066,0.00130199,4328,0
1.08683e-021,6.67702e-021,0.00257568,0.00119766,4329,0
1.38204e-021,4.8201e-021,0.00249372,0.00121386,4330,0
1.94518e-021,4.35099e-021,0.00248678,0.00112574,4331,0
6.48171e-022,7.54016e-021,0.00260762,0.00125101,4332,0
7.91437e-022,6.14785e-021,0.00252567,0.00126721,4333,0
1.36224e-021,5.61849e-021,0.00251873,0.00117909,4334,0
-1.99404e-021,7.62381e-021,0.00259347,0.000838741,4335,0
-1.00741e-021,8.7687e-021,0.00265981,0.000806282,4336,0
-1.56522e-022,9.76859e-021,0.00272614,0.000773823,4337,0
-2.22997e-021,9.02535e-021,0.00265552,0.000892725,4338,0
-1.39222e-021,1.01708e-020,0.00272186,0.000860266,4339,0
-2.87483e-021,1.06641e-020,0.00271757,0.000946708,4340,0
-1.72681e-021,8.46231e-021,0.00263627,0.000845916,4341,0
-7.43211e-022,9.58292e-021,0.0027026,0.000813457,4342,0
-1.94531e-021,9.93178e-021,0.00269832,0.000899899,4343,0
-2.91245e-021,1.18534e-020,0.00276209,0.00104501,4344,0
-1.94427e-021,1.38022e-020,0.00284297,0.00110128,4345,0
-9.33034e-022,1.5991e-020,0.00292385,0.00115755,4346,0
-1.86292e-021,1.15032e-020,0.00275699,0.00114323,4347,0
-7.63404e-022,1.36066e-020,0.00283787,0.0011995,4348,0
-5.86482e-022,1.10661e-020,0.00275189,0.00124144,4349,0
-2.22406e-021,1.23644e-020,0.00278735,0.00109651,4350,0
-1.23277e-021,1.44704e-020,0.00286823,0.00115278,4351,0
-1.07493e-021,1.20434e-020,0.00278225,0.00119472,4352,0
-1.93394e-021,7.00282e-021,0.00256071,0.000876319,4353,0
-2.16471e-021,8.4398e-021,0.00262276,0.000930302,4354,0
-2.79908e-021,1.00388e-020,0.00268481,0.000984285,4355,0
-5.39108e-022,6.29461e-021,0.00252876,0.000956592,4356,0
-8.47215e-022,7.51979e-021,0.00259081,0.00101057,4357,0
1.21117e-021,4.8685e-021,0.00249682,0.00103686,4358,0
-1.56531e-021,7.24561e-021,0.00257074,0.000921071,4359,0
-1.77387e-021,8.78613e-021,0.0026328,0.000975054,4360,0
-5.46578e-023,6.55353e-021,0.0025388,0.00100134,4361,0
-2.34338e-021,1.03055e-020,0.0027038,0.00103502,4362,0
-1.28752e-021,9.82709e-021,0.0026987,0.00113323,4363,0
-9.65575e-024,9.26362e-021,0.0026936,0.00123145,4364,0
-5.30505e-022,7.98372e-021,0.0026098,0.00106131,4365,0
7.29482e-022,7.27804e-021,0.0026047,0.00115952,4366,0
1.3777e-021,5.54354e-021,0.0025158,0.0010876,4367,0
-1.39972e-021,9.36946e-021,0.00267076,0.00107652,4368,0
-2.01831e-022,8.78696e-021,0.00266566,0.00117474,4369,0
5.12966e-022,6.93245e-021,0.00257677,0.00110281,4370,0
7.37116e-023,1.28524e-020,0.00343618,0.000990106,4371,0
-1.55382e-021,1.15487e-020,0.00345245,0.00108848,4372,0
-3.47849e-021,9.95984e-021,0.00346871,0.00118685,4373,0
-1.13291e-021,9.74128e-021,0.00335903,0.00102789,4374,0
-2.7484e-021,8.25183e-021,0.0033753,0.00112626,4375,0
-2.42197e-021,6.65997e-021,0.00328189,0.00106568,4376,0
-7.94955e-022,1.12799e-020,0.00341589,0.00103549,4377,0
-2.38754e-021,9.92832e-021,0.00343215,0.00113386,4378,0
-2.08026e-021,8.2332e-021,0.00333874,0.00107328,4379,0
-4.10107e-021,8.66108e-021,0.00344311,0.00122907,4380,0
-3.82965e-021,6.4817e-021,0.00335003,0.00125737,4381,0
-3.54219e-021,4.20832e-021,0.00325695,0.00128566,4382,0
-3.27234e-021,7.08744e-021,0.0033497,0.00116849,4383,0
-3.04261e-021,5.19658e-021,0.00325662,0.00119678,4384,0
-2.91711e-021,5.4849e-021,0.00325629,0.0011079,4385,0
-3.44311e-021,7.63231e-021,0.00338095,0.00121831,4386,0
-3.20115e-021,5.681e-021,0.00328787,0.0012466,4387,0
-3.0779e-021,5.91613e-021,0.00328754,0.00115772,4388,0
-2.84271e-021,5.69126e-021,0.00319787,0.00109929,4389,0
-2.9565e-021,5.42283e-021,0.0031982,0.00118817,4390,0
-3.05291e-021,5.16863e-021,0.00319853,0.00127705,4391,0
-1.90517e-021,1.01522e-020,0.00311601,0.00113404,4392,0
-1.94348e-021,1.02409e-020,0.00311634,0.00122292,4393,0
-1.10944e-021,1.45682e-020,0.00303415,0.00116879,4394,0
-2.43728e-021,7.30625e-021,0.00317069,0.0011405,4395,0
-2.51567e-021,7.1733e-021,0.00317102,0.00122938,4396,0
-1.65253e-021,1.16609e-020,0.00308883,0.00117525,4397,0
-2.71133e-021,1.20367e-020,0.00276507,0.000953707,4398,0
-1.3813e-021,1.14683e-020,0.00276936,0.000867265,4399,0
-2.64336e-022,1.09933e-020,0.00277364,0.000780822,4400,0
-1.62373e-021,1.42042e-020,0.00284552,0.00092072,4401,0
-4.25733e-022,1.35023e-020,0.00284981,0.000834278,4402,0
-6.0587e-022,1.6332e-020,0.00292597,0.000887734,4403,0
-1.88839e-021,1.25561e-020,0.00279332,0.000913897,4404,0
-6.761e-022,1.19492e-020,0.0027976,0.000827455,4405,0
-8.68822e-022,1.46059e-020,0.00287377,0.000880911,4406,0
-3.00704e-021,1.30484e-020,0.0027906,0.00100128,4407,0
-1.72528e-021,1.56031e-020,0.00287106,0.000968291,4408,0
-5.23318e-022,1.79791e-020,0.00295151,0.000935305,4409,0
-1.81098e-021,1.46921e-020,0.00287149,0.00105755,4410,0
-6.7936e-022,1.74654e-020,0.00295194,0.00102456,4411,0
-8.8338e-022,1.72765e-020,0.00295237,0.00111382,4412,0
-2.00941e-021,1.41367e-020,0.00284438,0.00100904,4413,0
-8.87972e-022,1.63768e-020,0.00292483,0.000976053,4414,0
-1.09949e-021,1.6202e-020,0.00292526,0.00106531,4415,0
-4.48899e-022,1.69944e-020,0.00300575,0.000942478,4416,0
-1.40324e-021,1.25266e-020,0.00308804,0.000996984,4417,0
-2.46033e-021,7.52072e-021,0.00317033,0.00105149,4418,0
-5.89359e-022,1.62901e-020,0.00300618,0.00103174,4419,0
-1.54717e-021,1.17524e-020,0.00308847,0.00108624,4420,0
-7.77613e-022,1.60385e-020,0.00300661,0.00112099,4421,0
-7.66594e-022,1.50274e-020,0.00303332,0.000990399,4422,0
-1.70029e-021,1.06182e-020,0.00311561,0.00104491,4423,0
-9.67837e-022,1.4713e-020,0.00303375,0.00107966,4424,0
-2.2624e-021,6.33595e-021,0.00319605,0.00101053,4425,0
-1.11291e-021,1.11621e-020,0.00311377,0.000956026,4426,0
-2.64978e-022,1.52209e-020,0.00303148,0.00090152,4427,0
-1.66259e-021,7.2032e-021,0.00319138,0.000922408,4428,0
-6.612e-022,1.15297e-020,0.0031091,0.000867902,4429,0
-1.14044e-021,7.96794e-021,0.00318671,0.000834285,4430,0
-1.55005e-021,8.41053e-021,0.00316707,0.000962989,4431,0
-6.72269e-022,1.26547e-020,0.00308478,0.000908483,4432,0
-1.05601e-021,9.03706e-021,0.0031624,0.000874865,4433,0
5.18487e-023,1.19112e-020,0.00340348,0.000940536,4434,0
-1.10249e-021,9.13858e-021,0.00332634,0.000978321,4435,0
-2.35262e-021,6.13421e-021,0.0032492,0.00101611,4436,0
-6.45857e-022,9.70341e-021,0.00332167,0.000890197,4437,0
-1.77622e-021,6.97777e-021,0.00324453,0.000927982,4438,0
-1.27145e-021,7.72669e-021,0.00323986,0.000839858,4439,0
-5.60329e-022,1.02512e-020,0.0033505,0.000936351,4440,0
-1.72253e-021,7.45402e-021,0.00327336,0.000974136,4441,0
-1.21671e-021,8.16315e-021,0.00326868,0.000886012,4442,0
2.45593e-022,1.3032e-020,0.00342672,0.000898777,4443,0
-4.65931e-022,1.06957e-020,0.00334491,0.000848438,4444,0
-1.10338e-021,8.70144e-021,0.00326309,0.000798099,4445,0
-2.68013e-022,1.32286e-020,0.00341928,0.000811283,4446,0
-8.8111e-022,1.11253e-020,0.00333747,0.000760945,4447,0
-6.75798e-022,1.33229e-020,0.00341185,0.00072379,4448,0
-1.87969e-022,1.21929e-020,0.00339697,0.000852833,4449,0
-7.98995e-022,1.0185e-020,0.00331516,0.000802494,4450,0
-6.01125e-022,1.24058e-020,0.00338953,0.000765339,4451,0
-5.32619e-022,1.07867e-020,0.00325998,0.000311217,4452,0
-7.44826e-022,1.1152e-020,0.00335126,0.000282647,4453,0
-9.04917e-022,1.14335e-020,0.00344254,0.000254078,4454,0
-4.55252e-022,1.13759e-020,0.003323,0.000362465,4455,0
-6.90629e-022,1.17201e-020,0.00341428,0.000333896,4456,0
-3.97565e-022,1.22069e-020,0.00338602,0.000413714,4457,0
-5.49252e-022,1.10314e-020,0.00331141,0.000318777,4458,0
-7.361e-022,1.1336e-020,0.0034027,0.000290207,4459,0
-5.28449e-022,1.176e-020,0.00337443,0.000370025,4460,0
-4.55056e-022,1.07375e-020,0.00324877,0.000552815,4461,0
-3.62831e-022,1.18653e-020,0.0033143,0.000522631,4462,0
-2.78309e-022,1.28607e-020,0.00337982,0.000492446,4463,0
-4.84953e-022,1.18206e-020,0.00332648,0.000597577,4464,0
-4.03568e-022,1.29482e-020,0.00339201,0.000567392,4465,0
-5.66122e-022,1.32465e-020,0.0034042,0.000642338,4466,0
-4.12664e-022,1.13828e-020,0.00329652,0.000557674,4467,0
-3.30066e-022,1.23573e-020,0.00336204,0.00052749,4468,0
-4.76086e-022,1.26055e-020,0.00337423,0.000602436,4469,0
-5.42142e-022,1.01235e-020,0.00322804,0.000590182,4470,0
-5.92753e-022,1.13031e-020,0.00330575,0.000634944,4471,0
-6.68948e-022,1.2653e-020,0.00338346,0.000679705,4472,0
-8.02214e-022,9.38173e-021,0.00323137,0.000672098,4473,0
-8.55874e-022,1.07077e-020,0.00330909,0.00071686,4474,0
-1.1076e-021,8.46029e-021,0.00323471,0.000754014,4475,0
-6.23904e-022,1.02948e-020,0.00325505,0.000632408,4476,0
-7.02368e-022,1.15663e-020,0.00333277,0.000677169,4477,0
-8.90582e-022,9.57189e-021,0.00325839,0.000714324,4478,0
-4.52971e-022,1.06299e-020,0.00322872,0.000347885,4479,0
-3.64713e-022,1.12795e-020,0.00329174,0.000399133,4480,0
-2.78755e-022,1.21407e-020,0.00335475,0.000450381,4481,0
-4.72889e-022,1.05578e-020,0.00322621,0.000429318,4482,0
-3.52369e-022,1.13249e-020,0.00328923,0.000480566,4483,0
-4.60262e-022,1.04195e-020,0.0032237,0.00051075,4484,0
-4.11692e-022,1.0794e-020,0.00324889,0.000392112,4485,0
-3.34884e-022,1.15824e-020,0.00331191,0.00044336,4486,0
-4.11712e-022,1.07456e-020,0.00324638,0.000473545,4487,0
-4.47642e-022,1.00984e-020,0.00318303,0.000341644,4488,0
-4.73111e-022,9.91175e-021,0.00318052,0.000423077,4489,0
-4.67404e-022,9.66182e-021,0.00317801,0.00050451,4490,0
-6.36806e-022,9.1496e-021,0.00310897,0.00037417,4491,0
-6.93019e-022,8.75707e-021,0.00310647,0.000455603,4492,0
-8.86625e-022,8.0341e-021,0.00303492,0.000406697,4493,0
-5.02176e-022,9.72625e-021,0.00315751,0.00037963,4494,0
-5.26637e-022,9.45827e-021,0.003155,0.000461063,4495,0
-7.42295e-022,8.64762e-021,0.00308345,0.000412157,4496,0
3.16193e-024,1.02059e-020,0.00269189,2.8036e-005,4497,0
1.27978e-024,1.01958e-020,0.00260904,5.55288e-006,4498,0
-7.72767e-022,1.03518e-020,0.00256719,0.000215621,4499,0
-2.56432e-022,1.03543e-020,0.00254211,0.000124259,4500,0
-1.99484e-023,1.02567e-020,0.00251704,3.2897e-005,4501,0
-3.20203e-022,1.02922e-020,0.00262496,0.000146742,4502,0
-4.06251e-023,1.02657e-020,0.00259988,5.53801e-005,4503,0
-6.70282e-023,1.02443e-020,0.00268273,7.78633e-005,4504,0
-4.23295e-022,1.03398e-020,0.00257809,0.000162207,4505,0
-7.73163e-023,1.02955e-020,0.00255301,7.08454e-005,4506,0
-1.12872e-022,1.02709e-020,0.00263586,9.33285e-005,4507,0
-9.49982e-022,1.0338e-020,0.00260273,0.000246613,4508,0
-4.24199e-022,1.02853e-020,0.0026605,0.000177734,4509,0
-1.23693e-022,1.02498e-020,0.00271827,0.000108855,4510,0
-7.41724e-022,1.0349e-020,0.00268427,0.000248227,4511,0
-3.14489e-022,1.03075e-020,0.00274205,0.000179348,4512,0
-5.9214e-022,1.03795e-020,0.00276582,0.000249841,4513,0
-6.8099e-022,1.03212e-020,0.00264917,0.000224192,4514,0
-2.54268e-022,1.02726e-020,0.00270694,0.000155313,4515,0
-4.94129e-022,1.03311e-020,0.00273071,0.000225806,4516,0
-2.43038e-022,9.58254e-021,0.0023429,0.000144202,4517,0
-1.22927e-022,1.00548e-020,0.0024057,9.3288e-005,4518,0
-4.32913e-023,1.02519e-020,0.00246849,4.23739e-005,4519,0
-5.23812e-022,9.81652e-021,0.00243077,0.00018465,4520,0
-3.67667e-022,1.03002e-020,0.00249357,0.000133736,4521,0
-1.00825e-021,1.02284e-020,0.00251864,0.000225098,4522,0
-2.73879e-022,9.82965e-021,0.00239312,0.000140713,4523,0
-1.41752e-022,1.0208e-020,0.00245592,8.97993e-005,4524,0
-5.61213e-022,1.01229e-020,0.00248099,0.000181161,4525,0
2.06639e-025,1.01895e-020,0.00243417,1.26185e-006,4526,0
-1.1472e-023,1.00611e-020,0.00237137,5.21759e-005,4527,0
-6.45846e-023,9.62205e-021,0.00230858,0.00010309,4528,0
1.64068e-023,1.00783e-020,0.00229347,2.02017e-005,4529,0
2.7545e-024,1.01781e-020,0.00238727,7.57513e-006,4530,0
-1.73734e-025,9.94387e-021,0.00232448,5.84892e-005,4531,0
-2.74516e-021,1.00083e-020,0.00143137,0.000512075,4532,0
-1.64869e-021,9.81464e-021,0.00139388,0.000425712,4533,0
-8.09367e-022,9.71199e-021,0.0013564,0.000339349,4534,0
-1.89377e-021,9.78169e-021,0.00149685,0.000441347,4535,0
-9.94836e-022,9.6745e-021,0.00145936,0.000354984,4536,0
-1.19349e-021,9.63562e-021,0.00156233,0.000370619,4537,0
-2.07247e-021,9.85875e-021,0.0014407,0.000459711,4538,0
-1.12755e-021,9.72426e-021,0.00140322,0.000373348,4539,0
-1.33728e-021,9.68782e-021,0.00150618,0.000388983,4540,0
-2.18967e-023,9.54601e-021,0.00269951,0.000726789,4541,0
-9.30721e-022,8.47393e-021,0.00263317,0.000759248,4542,0
-1.91756e-021,7.31218e-021,0.00256684,0.000791707,4543,0
-2.52846e-022,9.03916e-021,0.00261533,0.000672128,4544,0
-1.06966e-021,8.04849e-021,0.002549,0.000704587,4545,0
-4.53285e-022,8.56266e-021,0.00253115,0.000617468,4546,0
-3.72642e-022,9.07737e-021,0.00264934,0.000719388,4547,0
-1.23709e-021,8.05263e-021,0.002583,0.000751847,4548,0
-5.77678e-022,8.56577e-021,0.00256516,0.000664728,4549,0
4.15705e-022,8.3892e-021,0.00150637,0.000757355,4550,0
-5.33193e-023,8.62443e-021,0.00142544,0.000762662,4551,0
-5.29401e-022,8.86335e-021,0.00134451,0.000767969,4552,0
-1.38097e-021,9.27832e-021,0.00146463,0.000685675,4553,0
-1.77669e-021,9.4733e-021,0.0013837,0.000690982,4554,0
-2.78371e-021,9.88471e-021,0.00142289,0.000613994,4555,0
-3.85127e-022,8.87697e-021,0.00146548,0.00073523,4556,0
-7.99639e-022,9.08366e-021,0.00138455,0.000740538,4557,0
-2.01652e-021,9.55637e-021,0.00142374,0.00066355,4558,0
4.77199e-021,8.20473e-021,0.00145722,0.00108608,4559,0
3.26758e-021,7.91203e-021,0.00147927,0.00117691,4560,0
1.64178e-021,7.31119e-021,0.00150132,0.00126773,4561,0
2.78155e-021,9.14081e-021,0.00139903,0.00115717,4562,0
1.10506e-021,8.77023e-021,0.00142108,0.001248,4563,0
5.84628e-022,1.01842e-020,0.00134083,0.00122826,4564,0
3.63779e-021,8.41543e-021,0.00144517,0.00114005,4565,0
1.93927e-021,8.14139e-021,0.00146722,0.00123088,4566,0
1.45766e-021,9.41942e-021,0.00138698,0.00121114,4567,0
2.52884e-021,8.42887e-021,0.00155316,0.000824769,4568,0
5.09592e-021,1.21476e-020,0.00159685,0.000876427,4569,0
8.76023e-021,1.64328e-020,0.00164054,0.000928086,4570,0
4.31145e-021,8.33183e-021,0.00152716,0.000908979,4571,0
6.92893e-021,1.24142e-020,0.00157085,0.000960637,4572,0
6.38038e-021,8.2503e-021,0.00150116,0.000993189,4573,0
3.36587e-021,9.5568e-021,0.00155906,0.000870058,4574,0
6.90168e-021,1.36535e-020,0.00160275,0.000921717,4575,0
5.02228e-021,9.56886e-021,0.00153306,0.000954268,4576,0
3.42677e-021,1.43066e-020,0.0016704,0.00114864,4577,0
2.74782e-021,1.11258e-020,0.0016094,0.0012025,4578,0
2.36173e-021,7.41074e-021,0.0015484,0.00125635,4579,0
4.33997e-021,1.1178e-020,0.00158735,0.00111167,4580,0
4.42035e-021,7.76165e-021,0.00152635,0.00116553,4581,0
6.13327e-021,8.0893e-021,0.0015043,0.00107471,4582,0
3.52893e-021,1.22098e-020,0.00162238,0.00115427,4583,0
2.8503e-021,8.91821e-021,0.00156138,0.00120813,4584,0
4.44409e-021,9.13572e-021,0.00153933,0.0011173,4585,0
4.73935e-021,1.58428e-020,0.00168628,0.00110751,4586,0
5.56763e-021,1.27684e-020,0.00160323,0.00107055,4587,0
7.55046e-021,1.00307e-020,0.00152018,0.00103358,4588,0
7.70757e-021,1.72711e-020,0.00167292,0.00103799,4589,0
9.96479e-021,1.53065e-020,0.00158987,0.00100103,4590,0
1.22029e-020,2.02317e-020,0.00165956,0.000968477,4591,0
6.04114e-021,1.53122e-020,0.00165414,0.00107202,4592,0
6.78596e-021,1.23461e-020,0.00157109,0.00103505,4593,0
8.80245e-021,1.67019e-020,0.00164078,0.0010025,4594,0
5.1978e-021,8.37682e-021,0.00141914,0.00105384,4595,0
3.3091e-021,9.29063e-021,0.00136095,0.00112493,4596,0
1.32615e-021,1.03331e-020,0.00130275,0.00119602,4597,0
5.09465e-021,8.70377e-021,0.00132695,0.00104794,4598,0
3.69711e-021,9.53234e-021,0.00126875,0.00111903,4599,0
5.7306e-021,8.8403e-021,0.00123475,0.00104204,4600,0
4.56557e-021,8.77823e-021,0.00136901,0.00107557,4601,0
2.58699e-021,9.73987e-021,0.00131082,0.00114666,4602,0
4.46545e-021,9.10886e-021,0.00127682,0.00106967,4603,0
5.71589e-021,7.77589e-021,0.00142023,0.00100384,4604,0
5.60397e-021,8.12808e-021,0.00132803,0.000997944,4605,0
5.49309e-021,8.47593e-021,0.00123584,0.000992045,4606,0
2.92304e-021,8.37095e-021,0.00136529,0.000924939,4607,0
3.07858e-021,8.55083e-021,0.0012731,0.000919041,4608,0
1.10408e-021,8.60266e-021,0.00131036,0.000846036,4609,0
4.32718e-021,8.22784e-021,0.00137118,0.000975575,4610,0
4.23294e-021,8.53286e-021,0.00127899,0.000969676,4611,0
2.2315e-021,8.58201e-021,0.00131625,0.000896672,4612,0
1.48207e-021,8.20317e-021,0.00151162,0.000809318,4613,0
2.87708e-021,8.06192e-021,0.00148562,0.000893528,4614,0
4.51047e-021,7.9332e-021,0.00145962,0.000977739,4615,0
1.04014e-021,8.4275e-021,0.00143068,0.000814625,4616,0
2.39564e-021,8.31163e-021,0.00140469,0.000898836,4617,0
5.91875e-022,8.65516e-021,0.00134975,0.000819933,4618,0
1.76968e-021,8.23191e-021,0.00147597,0.000839157,4619,0
3.23086e-021,8.10329e-021,0.00144998,0.000923368,4620,0
1.31246e-021,8.46581e-021,0.00139504,0.000844465,4621,0
-4.81821e-023,8.28331e-021,0.00154331,0.00073522,4622,0
-1.70629e-021,9.27589e-021,0.00150157,0.00066354,4623,0
-3.01338e-021,9.86721e-021,0.00145983,0.00059186,4624,0
-1.75003e-021,8.60324e-021,0.00157322,0.000674123,4625,0
-2.82039e-021,9.48008e-021,0.00153148,0.000602443,4626,0
-3.14199e-021,8.89381e-021,0.00160312,0.000613026,4627,0
-1.10452e-021,8.90157e-021,0.00153937,0.000690961,4628,0
-2.54789e-021,9.54963e-021,0.00149763,0.000619281,4629,0
-2.33453e-021,9.14084e-021,0.00156927,0.000629864,4630,0
-3.35817e-021,8.99865e-021,0.00161104,0.000565557,4631,0
-3.22635e-021,9.51009e-021,0.00153939,0.000554973,4632,0
-3.41605e-021,9.9103e-021,0.00146775,0.00054439,4633,0
-2.47719e-021,9.20791e-021,0.00160487,0.000484245,4634,0
-2.14346e-021,9.68367e-021,0.00153323,0.000473662,4635,0
-1.7289e-021,9.40445e-021,0.00159871,0.000402934,4636,0
-2.54936e-021,9.36025e-021,0.0015851,0.000534925,4637,0
-2.67477e-021,9.71797e-021,0.00151346,0.000524342,4638,0
-1.85831e-021,9.51517e-021,0.00157894,0.000453614,4639,0
-1.52828e-020,8.86335e-021,0.00184432,0.000979895,4640,0
-6.21119e-021,1.16813e-020,0.00178845,0.00103987,4641,0
9.49209e-022,1.50229e-020,0.00173258,0.00109984,4642,0
-3.01812e-021,1.455e-020,0.00177509,0.000970351,4643,0
4.12879e-021,1.64851e-020,0.00171922,0.00103032,4644,0
8.97884e-021,2.01113e-020,0.00170586,0.000960808,4645,0
-7.28353e-021,1.12668e-020,0.00180262,0.000996705,4646,0
-3.86484e-022,1.43958e-020,0.00174675,0.00105668,4647,0
2.82336e-021,1.59549e-020,0.00173339,0.000987161,4648,0
1.1401e-021,1.60303e-020,0.00176498,0.00113171,4649,0
-6.6622e-021,1.23773e-020,0.00182085,0.00107174,4650,0
-1.36371e-020,9.08153e-021,0.00187672,0.00101177,4651,0
1.23859e-021,1.33436e-020,0.00184883,0.00115782,4652,0
-6.49182e-021,9.86089e-021,0.00190469,0.00109784,4653,0
1.35189e-021,1.06581e-020,0.00193267,0.00118392,4654,0
-1.46197e-021,1.38527e-020,0.00181155,0.00112042,4655,0
-8.79271e-021,1.045e-020,0.00186742,0.00106045,4656,0
-1.41329e-021,1.12678e-020,0.0018954,0.00114653,4657,0
-9.52012e-022,8.11971e-021,0.00248284,0.000623395,4658,0
-1.69478e-021,7.51714e-021,0.00250069,0.000710515,4659,0
-2.58646e-021,6.83804e-021,0.00251853,0.000797634,4660,0
-2.19653e-021,8.60592e-021,0.00242209,0.000695837,4661,0
-3.40623e-021,7.92524e-021,0.00243994,0.000782957,4662,0
-4.20501e-021,8.96265e-021,0.00236134,0.00076828,4663,0
-1.50106e-021,8.20884e-021,0.00246854,0.000676582,4664,0
-2.2871e-021,7.64894e-021,0.00248638,0.000763702,4665,0
-3.00618e-021,8.57928e-021,0.00240779,0.000749025,4666,0
-3.78902e-021,8.80694e-021,0.00235664,0.000824077,4667,0
-3.00228e-021,7.79512e-021,0.00243523,0.000838754,4668,0
-2.44609e-021,6.41641e-021,0.00251383,0.000853432,4669,0
-1.78103e-021,7.16645e-021,0.00240329,0.000919027,4670,0
-9.81615e-022,5.61076e-021,0.00248188,0.000933705,4671,0
7.79406e-022,4.72625e-021,0.00244993,0.00101398,4672,0
-2.90233e-021,7.94588e-021,0.00239839,0.00086062,4673,0
-2.05997e-021,6.87692e-021,0.00247698,0.000875297,4674,0
-6.78229e-022,6.1565e-021,0.00244503,0.00095557,4675,0
2.31706e-021,5.31019e-021,0.00239735,0.00108826,4676,0
2.32762e-021,5.93876e-021,0.00232684,0.00115819,4677,0
2.67125e-021,6.15942e-021,0.00225633,0.00122813,4678,0
3.25374e-021,6.98605e-021,0.00229542,0.00106593,4679,0
3.80757e-021,7.31673e-021,0.0022249,0.00113586,4680,0
4.7283e-021,8.33625e-021,0.00219348,0.0010436,4681,0
2.64662e-021,6.08256e-021,0.00233987,0.00110412,4682,0
2.67371e-021,6.77607e-021,0.00226936,0.00117406,4683,0
3.59143e-021,7.76395e-021,0.00223793,0.0010818,4684,0
1.09474e-021,1.00058e-020,0.00204021,0.00109666,4685,0
-2.12315e-021,9.69268e-021,0.00201223,0.00101058,4686,0
-5.8055e-021,9.16091e-021,0.00195254,0.00108255,4687,0
-2.24218e-020,6.9129e-021,0.00192456,0.000996479,4688,0
9.44586e-023,9.65973e-021,0.00205078,0.00104398,4689,0
-5.21642e-022,9.64236e-021,0.00199109,0.00111595,4690,0
-7.76016e-021,8.96498e-021,0.00196311,0.00102987,4691,0
4.18329e-021,8.84102e-021,0.00202022,0.00120409,4692,0
4.35095e-021,8.99187e-021,0.00207991,0.00113212,4693,0
4.65605e-021,9.04957e-021,0.0021396,0.00106015,4694,0
3.61262e-021,7.93248e-021,0.00211133,0.00122438,4695,0
3.85958e-021,8.18311e-021,0.00217103,0.00115241,4696,0
3.0211e-021,6.9951e-021,0.00220245,0.00124468,4697,0
3.93228e-021,8.67753e-021,0.00207049,0.00118686,4698,0
4.30487e-021,8.74966e-021,0.00213018,0.00111489,4699,0
3.40357e-021,7.82746e-021,0.0021616,0.00120716,4700,0
-3.1294e-021,9.06633e-021,0.00231201,0.000843392,4701,0
-9.84752e-022,7.4275e-021,0.00235866,0.000938342,4702,0
1.84005e-021,4.88808e-021,0.00240531,0.00103329,4703,0
-1.15213e-022,8.84555e-021,0.00225672,0.000916014,4704,0
2.86134e-021,6.69853e-021,0.00230337,0.00101096,4705,0
3.83573e-021,8.43412e-021,0.00220143,0.000988637,4706,0
-1.46516e-021,8.46847e-021,0.00230913,0.00089925,4707,0
1.03028e-021,6.68242e-021,0.00235578,0.0009942,4708,0
1.90502e-021,8.19719e-021,0.00225384,0.000971872,4709,0
-6.38618e-022,8.49788e-021,0.00244599,0.000590765,4710,0
-1.90743e-021,8.80611e-021,0.00238524,0.000663207,4711,0
-3.4354e-021,9.22657e-021,0.00232449,0.000735649,4712,0
-4.24072e-022,8.4787e-021,0.00235327,0.000579994,4713,0
-1.64692e-021,8.77174e-021,0.00229252,0.000652436,4714,0
-2.1753e-022,8.46149e-021,0.00226056,0.000569223,4715,0
-9.55239e-022,8.57985e-021,0.00239483,0.000611322,4716,0
-2.29511e-021,8.92042e-021,0.00233408,0.000683764,4717,0
-7.28082e-022,8.55628e-021,0.00230212,0.000600551,4718,0
-2.46118e-021,8.8172e-021,0.0023563,0.000329498,4719,0
-1.14988e-021,9.10797e-021,0.00234159,0.000257359,4720,0
-4.60383e-022,9.28568e-021,0.00232688,0.00018522,4721,0
-1.93601e-021,9.47614e-021,0.00242946,0.000297807,4722,0
-8.20912e-022,9.5823e-021,0.00241474,0.000225668,4723,0
-1.47162e-021,1.0024e-020,0.00250261,0.000266116,4724,0
-1.62553e-021,9.23171e-021,0.00237578,0.000294888,4725,0
-7.86429e-022,9.31533e-021,0.00236107,0.000222749,4726,0
-1.23258e-021,9.7328e-021,0.00244894,0.000263197,4727,0
-2.27074e-021,8.97484e-021,0.00237901,0.000376445,4728,0
-1.79366e-021,9.59842e-021,0.00245217,0.000344753,4729,0
-1.63024e-021,1.01079e-020,0.00252533,0.000313062,4730,0
-1.71428e-021,8.89931e-021,0.00243246,0.000445144,4731,0
-1.49276e-021,9.50305e-021,0.00250562,0.000413453,4732,0
